Hugo_Symbol	PHLC110	PHLC111	PHLC119	PHLC12	PHLC132	PHLC137	PHLC148	PHLC164	PHLC169	PHLC181	PHLC188	PHLC189	PHLC191	PHLC192	PHLC196	PHLC200	PHLC215	PHLC228	PHLC229	PHLC235	PHLC267	PHLC274	PHLC299	PHLC321	PHLC402	PHLC410	PHLC470	PHLC655	PHLC77	PHLC82
HAUS1	-1	-1	-1	-1	-1	0	0	0	1	0	0	1	1	-1	1	-1	-1	1	1	-1	-1	1	-1	-1	0	1	0	0	-1	-1
LOC115110	-1	1	-1	-1	0	0	1	-1	-1	0	0	1	-1	1	1	-1	1	-1	-1	-1	1	0	-1	-1	-1	-1	1	1	-1	1
SLC26A7	0	1	2	1	1	-1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	-1	1	0	1	0	-1	1	1	-2	1
MARCH3	-1	-1	1	0	-1	1	1	1	-1	1	-1	0	-1	-1	1	-1	-1	0	0	1	-1	-1	-1	-1	-1	1	-1	0	-1	1
ZNF554	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	1	-1	-1	1	1	1	-1	0	-1	1	-1	-1	-1	-1	1	0
KCTD12	1	-1	1	1	-1	-1	-2	-1	-1	0	1	0	1	-1	-2	-1	-1	0	-1	-1	-1	-1	-1	-1	1	1	-1	-1	1	1
OMA1	2	0	0	0	1	0	1	0	-1	1	0	0	-1	1	1	-1	1	0	-1	0	-1	0	0	-1	-1	1	1	-1	-1	-1
DDIT4L	0	1	1	0	0	1	1	0	-1	0	-1	0	0	0	0	-1	0	-1	-1	1	1	1	1	-1	-1	-1	1	0	-1	0
RAB42	-1	0	0	-1	1	0	1	0	-1	0	0	0	-1	1	-1	-1	1	-1	-1	-1	-1	0	-1	-1	-1	-1	0	0	-1	-1
SLC25A26	0	-1	0	1	-1	-1	1	0	1	-1	-1	0	-1	-1	0	-1	-1	0	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
FBXO17	1	-1	1	-1	1	-1	-1	0	1	0	1	1	1	-1	1	2	-1	1	-1	1	1	0	1	1	0	1	0	1	-1	0
PCMTD1	0	-1	1	-1	-1	-1	1	1	0	1	0	1	-1	1	1	0	1	1	1	0	0	-1	0	-1	-1	-1	1	1	-2	-1
GPR146	0	1	-1	1	0	-1	1	2	1	0	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	0	-1	1	0	1
FCRL1	1	1	2	1	0	0	-1	1	1	2	-1	1	1	1	-1	1	-1	1	1	1	1	0	0	1	2	0	0	1	-1	1
FCRL3	1	1	2	1	0	0	-1	1	1	2	-1	1	1	1	-1	1	-1	1	1	1	1	0	0	1	2	0	0	1	-1	1
LRRC42	2	0	-1	0	1	0	1	0	-1	1	0	0	-1	1	1	-1	0	0	0	0	-1	0	-1	-1	-1	1	0	-1	-1	-1
GBP4	2	0	0	0	1	-1	1	0	-1	1	0	0	-1	1	0	-1	-1	0	-1	0	-1	0	0	-1	-1	1	0	-1	-1	-1
GBP5	2	0	0	0	1	-1	1	0	-1	1	0	0	-1	1	0	-1	-1	0	-1	0	-1	0	0	-1	-1	1	0	-1	-1	-1
LRRC56	-1	-1	-1	-1	0	1	1	-1	-1	1	-1	0	-1	1	1	-1	1	-1	-1	-1	0	1	-1	-1	-1	-1	-1	0	0	-1
C7orf30	0	1	1	1	1	-1	1	1	1	0	1	1	-1	2	1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	0	1
UHRF2	0	0	0	-1	-1	-1	1	-1	1	-1	-1	-1	1	-1	-1	-1	1	0	-1	1	1	-1	-1	-1	-1	1	-1	1	-1	-1
ZNF689	1	-1	1	1	1	0	1	1	0	1	0	0	1	2	-1	0	-1	1	0	-1	0	0	0	1	1	1	-1	1	1	0
FCHO2	-1	-1	-1	0	-1	-1	1	1	-1	0	-1	0	-1	-1	-1	-1	-1	1	-1	1	2	-1	-1	-1	1	-1	-1	0	-1	-1
ARHGEF25	-1	0	1	-1	1	2	1	1	-1	2	0	1	0	-1	1	1	1	1	0	-1	1	0	-1	1	-1	-1	-1	0	1	-1
ZNF501	0	-1	-1	1	-1	-1	1	0	0	-1	-1	0	-1	-1	-1	-1	-1	0	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1
FAM46B	-1	0	0	-1	1	0	1	0	-1	0	0	-1	-1	1	-1	-1	1	-1	-1	-1	-1	0	-1	-1	-1	-1	0	0	-1	-1
SLC5A11	0	-1	1	1	1	0	1	1	0	-1	0	0	1	2	-1	0	-1	1	0	-1	0	-1	0	1	1	1	-1	1	1	0
TNFRSF13C	-1	-1	-1	-1	1	0	0	1	1	-1	1	-1	0	-1	-1	0	-1	1	-1	1	1	0	-1	-1	-1	1	1	-1	-1	-1
KIR3DL3	1	-1	-1	-1	1	1	-1	0	-1	0	0	1	1	-1	1	1	1	1	-1	-1	1	0	1	-1	-1	1	0	2	1	0
NOSTRIN	1	0	1	1	-1	1	-1	0	-1	0	0	0	1	1	0	1	-1	0	-1	-1	0	0	0	-1	1	-1	-1	0	1	0
ALPK2	-1	-1	-1	-1	-1	0	0	0	1	0	0	1	1	-1	1	-1	-1	1	1	-1	-1	1	-1	-1	0	-2	0	0	2	-1
ARHGAP33	1	-1	1	-1	1	-1	-1	0	0	0	0	0	1	-1	1	2	-1	1	2	1	1	0	1	-1	0	1	0	2	-1	0
EVI5L	-1	-1	-1	-1	-1	-1	-1	1	1	0	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	0	-1	0	-1	1	-1	-1	0	0
TRMT61A	1	1	-1	-1	-1	1	-1	0	1	0	1	-1	1	0	-1	0	0	-1	-1	1	-1	0	1	-1	0	1	1	0	1	1
RASGRP4	1	-1	1	-1	1	-1	-1	0	1	0	1	1	1	-1	1	2	-1	1	-1	1	1	0	1	1	0	1	0	1	-1	0
C12orf56	-1	0	1	-1	1	1	1	1	-1	1	0	1	0	-1	1	1	1	1	1	1	1	0	0	1	-1	-1	0	0	1	-1
DIS3L	-1	-1	-1	1	1	-1	-1	-1	1	-1	0	0	-1	1	1	0	0	1	0	-1	0	0	1	1	0	1	1	0	1	1
ARL11	-1	-1	-1	1	-1	-1	-1	-1	-1	0	1	0	1	-1	0	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	1
C3orf24	-1	-1	-1	0	-1	-1	1	0	0	-1	-1	0	1	-1	-1	1	-1	0	-1	1	-1	-1	-1	-1	0	-1	0	-1	0	-1
IQCD	-1	0	-1	0	1	-1	1	1	-1	1	0	1	0	-1	-1	1	-1	-1	0	-1	-1	0	-1	1	-1	0	0	-1	1	-1
DHRS1	1	1	1	-1	-1	1	-1	-1	0	1	1	1	1	0	-1	-1	0	1	-1	0	1	0	1	-1	1	1	1	0	0	1
WDFY2	-1	-1	-1	1	-1	-1	-1	-1	-1	0	1	0	1	-1	0	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	1
RAB3C	-1	-1	-1	0	-1	2	1	1	-1	1	-1	0	-1	-1	-1	-1	1	-2	1	1	-1	-1	-1	-1	1	-1	-1	1	-1	-1
NXNL1	1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	-1	-1	-1	-1	-1	1	1	1	0	0	-1	-1	-1	-1	-1	-1	0	0
CTHRC1	0	1	2	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	0	1	-1	1	1	1	0	-1	1	1	1	-1
C16orf42	-1	-1	-1	0	1	0	1	-1	0	0	1	1	0	1	0	1	-1	1	1	-1	1	-1	1	1	1	1	-1	1	-1	0
CCDC151	-1	-1	-1	-1	-1	-1	-1	1	1	0	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	0	-1	-1	-1	-1	-1	-1	0	0
ZNF653	-1	-1	-1	-1	-1	-1	-1	1	1	0	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	0	-1	-1	-1	-1	-1	-1	0	0
RNF166	-1	-1	-1	1	1	-1	1	-1	-1	-1	0	-1	1	1	1	1	-1	1	1	-2	-1	-1	1	1	1	1	-1	-1	1	-1
RMI2	0	-1	1	2	1	0	1	1	0	1	1	0	1	1	-1	0	-1	1	0	-1	0	-1	0	1	1	1	-1	1	-1	0
OSR2	0	1	1	1	1	-1	0	1	0	1	1	1	1	1	1	0	1	1	0	1	-1	1	0	1	0	-1	1	1	1	-1
LRRC58	1	1	-1	-1	1	-1	0	0	-1	1	1	-1	-1	-1	0	0	1	0	1	-1	1	0	0	1	-1	-1	1	-1	1	0
LYSMD3	-1	-1	-1	1	-1	1	1	1	-1	1	-1	0	-1	1	-1	-1	-1	-2	0	1	-1	-1	-1	-1	1	-1	-1	0	-1	1
BATF2	-1	-1	0	0	-1	1	1	0	1	0	0	0	-1	1	1	0	0	-1	-1	1	-1	0	1	1	-1	1	2	-1	1	-1
SLC22A12	-1	-1	0	0	-1	1	1	0	1	0	0	0	-1	1	1	0	0	-1	-1	1	-1	0	1	1	-1	1	2	-1	1	-1
DNTTIP1	1	-1	-1	-1	1	0	-1	1	0	1	-1	1	1	1	1	1	1	1	1	-1	1	0	1	1	0	1	0	0	1	0
DIRC1	1	-1	1	1	-1	1	-1	0	-1	0	1	0	1	1	0	-1	-1	0	-1	-1	0	0	0	-1	0	-1	-1	0	1	1
FOXP4	-1	-1	1	0	1	-1	-1	0	1	-1	0	0	-1	-1	1	0	1	1	-1	1	0	0	0	1	-1	0	0	-1	-1	1
ZNF526	1	-1	-1	-1	1	-1	-1	0	1	0	1	1	1	-1	1	2	-1	1	2	-1	1	0	1	1	0	1	0	1	-1	0
FMO9P	1	1	1	1	0	0	-1	1	1	1	-1	1	1	1	1	1	-1	1	1	1	1	0	0	1	1	0	0	1	-1	1
LRRC3B	-1	-1	-1	0	-1	-1	1	0	0	-1	-1	0	0	-1	0	1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1
KLHDC3	-1	1	1	-1	1	-1	-1	0	1	1	0	0	-1	-1	1	0	1	2	-1	1	0	0	0	1	-1	0	0	-1	-1	1
WDR92	0	0	-1	1	1	1	-1	0	-1	0	1	0	-1	-1	1	0	0	1	0	0	1	0	0	1	1	1	-1	0	1	0
NUS1	0	1	-1	-1	1	0	0	-1	-1	0	-1	0	-1	0	-2	1	1	0	-1	-1	1	1	1	1	0	1	1	-1	1	-1
FAM210B	1	1	-1	-1	1	1	-1	1	0	1	-1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0
PHACTR3	1	2	-1	0	1	1	-1	1	0	1	-1	1	1	1	1	1	1	1	1	-1	1	0	1	1	1	1	1	0	1	0
CYYR1	-1	-1	-1	-1	1	0	-2	0	-1	1	-1	1	-1	1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1
CMTM5	1	1	1	-1	-1	1	-1	-1	0	1	1	1	1	0	-1	-1	0	1	-1	0	1	0	1	-1	1	1	1	0	0	1
TGM7	-1	-1	-1	-1	1	-1	-1	-1	1	-1	0	0	-1	1	-1	1	0	1	0	-1	0	1	1	1	-1	-1	1	-1	1	1
TM4SF19	1	1	-1	-1	1	-1	-1	0	1	1	1	-1	-1	-1	-1	2	1	1	1	-1	1	2	1	1	-1	1	1	1	1	-1
FAM122A	-1	0	1	1	-1	1	1	0	0	-1	1	-1	1	-1	0	-1	-1	1	-1	0	-1	-1	-1	1	-1	-1	-1	1	-1	-1
ZMYND19	0	0	1	1	-1	1	0	-1	0	1	1	-1	1	-1	1	-1	-1	-1	2	-1	-1	-1	-1	1	-1	-1	-1	1	0	-1
FAM36A	1	1	-1	1	1	-1	-1	1	-1	-1	-1	1	-1	1	1	1	-1	1	1	1	1	0	0	1	2	1	0	1	1	1
ABHD15	1	2	1	-1	-1	1	1	-1	0	1	1	1	0	-1	1	1	0	1	-1	1	1	0	0	-1	0	-1	-1	0	1	1
TLCD1	1	2	1	-1	-1	1	1	-1	0	1	1	1	0	-1	1	1	0	1	-1	1	1	0	0	-1	0	-1	-1	0	1	1
C6orf72	0	1	-1	-1	1	0	0	-1	-1	0	-1	0	-1	0	-1	1	1	0	-1	-1	0	1	0	1	0	1	0	-1	1	-1
MOGAT1	1	0	-1	1	-1	1	-1	0	-1	0	0	0	1	1	-1	0	-1	0	-1	0	0	0	-1	-1	1	-1	-1	0	-1	1
ACSM1	0	-1	1	1	1	0	1	1	0	-1	1	0	1	1	-1	0	-1	1	0	-1	0	-1	0	1	1	1	-1	1	-1	0
C8orf34	0	-1	1	-1	1	-1	1	1	0	1	1	1	-1	1	1	0	-1	1	1	1	1	1	0	-1	-1	1	1	1	-2	-1
PANX3	2	-1	1	1	-1	-1	1	0	1	0	-1	0	0	1	1	0	0	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	1	1
C5orf55	-1	-1	1	1	1	1	1	1	1	1	2	-1	1	1	1	-1	1	-1	1	1	1	0	1	1	1	1	1	2	-1	1
RBP7	-1	0	0	-1	1	0	1	0	-1	0	0	1	-1	1	-1	-1	1	-1	-1	-1	1	0	-1	-1	-1	-1	0	1	-1	1
SLC26A8	-1	-1	1	0	1	-1	-1	0	0	-1	0	0	-1	-1	1	0	1	-1	-1	1	0	0	0	1	-1	0	0	-1	-1	1
LYPD1	1	0	1	1	-1	1	-1	0	1	0	0	0	1	1	-1	0	-1	1	-1	-1	1	0	0	-1	1	1	-1	0	-1	0
IL22RA2	0	1	-1	-1	1	0	0	-1	-1	0	-1	0	-1	0	-2	1	1	0	-1	-1	0	1	1	1	0	1	0	-1	1	1
ZNF837	1	-1	-1	-1	1	0	-1	1	-1	0	0	1	1	-1	1	1	1	1	-1	-1	2	0	1	-1	-1	1	0	2	-1	0
LOC116437	-1	0	-1	-1	1	-1	1	1	-1	1	0	1	0	-1	1	1	-1	-1	0	-1	-1	0	-1	1	-1	-1	0	-1	1	-1
TM4SF18	1	1	-1	-1	1	-1	-1	0	1	1	1	-1	-1	-1	0	2	1	2	1	-1	1	0	1	1	-1	1	1	0	0	0
GRIN3A	1	0	1	0	-1	0	1	0	0	0	1	-1	1	0	-1	-1	-1	2	-1	0	-1	-1	-1	1	-1	-1	-1	1	1	-1
GRIN3B	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	1	-1	-1	1	1	1	-1	1	0	1	-1	-1	-1	-1	1	0
TOP1MT	-1	1	1	1	1	-1	0	2	1	2	1	1	1	1	2	1	1	1	2	1	-1	2	1	1	1	1	2	1	1	-1
OLIG1	0	-1	0	-1	1	0	-1	0	-1	1	-1	-1	-1	1	-1	-1	1	-1	1	0	-1	-1	-1	-1	-1	-1	-1	1	-1	1
CLNK	-1	1	1	0	0	1	1	0	1	1	0	0	1	1	-1	0	0	0	0	1	-1	0	1	-1	-1	-1	-1	-1	-1	-1
TSEN15	1	1	-1	1	0	-1	-1	1	1	1	0	1	1	1	-1	1	-1	1	2	-1	1	0	0	1	1	1	0	1	-1	-1
FAM129A	1	1	-1	1	0	-1	-1	1	-1	1	0	1	1	1	-1	1	-1	1	2	-1	1	0	0	1	1	1	0	1	-1	-1
MAS1L	1	-1	1	0	1	0	-1	0	0	-1	0	0	-1	-1	1	0	1	0	-1	1	1	1	0	1	-1	0	0	-1	-1	-1
MRGPRD	1	-1	0	1	-1	1	1	0	1	1	-1	0	-1	1	1	0	0	1	-1	1	-1	0	1	1	2	1	2	-1	1	1
APOA5	2	-1	-1	1	-1	1	1	0	1	0	-1	0	-1	1	1	0	1	-1	-1	-1	-1	0	1	-1	1	0	-1	-1	1	1
MRGPRE	-1	-1	-1	1	0	1	1	-1	-1	1	-1	0	-1	1	1	-1	0	0	-1	-1	-1	1	-1	-1	-2	-1	-1	0	0	-1
MRGPRF	1	-1	0	1	-1	1	1	0	1	1	-1	0	-1	1	1	0	0	1	-1	1	-1	0	1	1	2	1	2	-1	1	1
MRPL53	0	0	-1	1	1	1	-1	0	-1	0	1	0	-1	-1	-1	1	0	1	0	0	1	0	0	1	1	1	-1	0	1	0
MRPL54	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	1	-1	-1	1	1	1	-1	0	-1	1	-1	-1	-1	-1	1	0
PPP1R27	0	1	1	0	-1	1	0	1	0	1	-1	1	0	-1	0	1	1	1	0	1	0	-1	1	0	1	-1	-1	0	1	1
CG030	-1	-1	-1	1	-1	1	-1	-1	-1	0	0	0	1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	1
RPL39L	1	1	-1	-1	1	-1	-1	0	1	1	1	-1	-1	-1	-1	2	1	1	1	-1	1	2	1	1	-1	1	1	1	2	-1
HSPA12B	1	-1	-1	-1	-1	1	-1	1	1	-1	1	1	-1	-1	-1	1	-1	1	1	-1	1	0	0	-1	-1	1	0	-1	1	1
CNTROB	-1	-1	-1	-1	-1	0	-1	-1	-1	1	1	1	1	-1	-1	1	0	0	-1	-1	1	0	-1	0	-1	1	-1	-1	0	0
SNAP47	1	1	-1	1	1	-1	-1	1	-2	-1	-1	1	-1	0	-1	1	-1	1	1	1	1	0	-1	1	2	1	-1	1	-1	1
LEAP2	-1	-1	0	0	-1	1	1	1	-1	1	-1	0	1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	1
C6orf192	0	1	-1	-1	1	0	0	-1	-1	0	-1	0	-1	0	-2	1	1	1	-1	-1	0	1	1	1	0	1	0	-1	1	1
LRG1	-1	-1	-1	-1	-1	-1	-1	1	1	0	1	1	-1	-1	1	-1	-1	1	-1	1	-1	0	-1	0	-1	-1	-1	-1	1	0
MED12L	1	1	-1	-1	1	-1	-1	0	1	1	1	-1	-1	-1	0	2	1	2	1	-1	1	0	1	1	-1	1	1	0	0	0
CLRN1-AS1	1	1	-1	-1	1	-1	-1	0	1	1	1	-1	-1	-1	0	2	1	2	1	-1	1	0	1	1	-1	1	1	0	0	0
RNU86	-1	-1	-1	0	1	1	0	0	1	-1	1	-1	0	-1	-1	0	-1	1	-1	1	1	0	-1	-1	-1	1	1	-1	-1	-1
SNORD83A	-1	-1	-1	0	1	1	0	0	1	-1	1	-1	0	-1	-1	0	-1	1	-1	1	1	0	-1	-1	-1	1	1	-1	-1	-1
SNORD83B	-1	-1	-1	0	1	1	0	0	1	-1	1	-1	0	-1	-1	0	-1	1	-1	1	1	0	-1	-1	-1	1	1	-1	-1	-1
WDR17	0	1	-1	0	0	1	1	1	-1	0	-1	0	0	0	-2	-1	0	-2	-1	0	-1	-1	1	-1	-2	-1	1	-1	-1	0
ART5	-1	-1	-1	1	0	1	1	-1	-1	1	-1	0	-1	1	1	-1	0	0	-1	0	-1	1	-1	-1	-1	-1	-1	0	0	-1
ACAP3	-1	1	-1	-1	0	0	1	-1	-1	0	0	1	-1	1	1	-1	1	-1	-1	-1	1	0	-1	-1	-1	-1	1	1	-1	1
ARAP2	-1	-1	1	-1	0	1	1	0	1	1	-1	0	1	1	0	-1	1	-1	1	1	-1	0	1	-1	-1	1	-1	-1	-1	-1
ARAP1	1	-1	0	1	-1	1	1	0	1	0	-1	0	-1	1	1	0	0	1	-2	1	-1	0	1	1	2	1	-1	-1	1	0
AGAP2	-1	0	1	-1	1	2	1	1	-1	2	0	1	0	-1	1	1	1	1	0	-1	1	0	-1	1	0	-1	-1	0	1	-1
AGAP1	-1	0	-1	1	-1	1	-1	0	-1	0	0	0	1	1	-2	0	-1	0	-1	-1	-1	0	-1	-1	0	-1	-1	0	-1	1
AGAP3	1	1	1	-1	1	-1	1	1	1	0	0	1	-1	1	-1	1	1	-1	0	1	1	0	1	1	0	-1	0	0	1	-1
TADA1	1	1	1	1	0	0	-1	1	1	-1	-1	1	1	1	1	1	-1	1	1	1	1	0	0	1	1	0	0	1	-1	1
CATSPER1	1	-1	0	0	-1	1	1	0	1	0	0	0	-1	1	1	0	0	-1	-1	1	-1	0	1	1	-1	1	2	-1	1	0
THEM4	1	2	2	1	0	0	-1	1	-1	1	-1	1	1	1	-1	1	-1	1	1	1	1	0	0	1	2	0	0	1	-1	1
MIA2	1	1	1	-1	-1	2	-1	0	1	2	1	1	1	0	0	-1	0	-1	0	-1	-1	0	1	-1	0	1	1	0	-1	1
CATSPER2	-1	-1	-1	-1	1	-1	-1	-1	1	-1	0	0	-1	1	-1	1	0	1	0	-1	0	1	1	1	-1	-1	1	-1	1	1
SCGB3A2	-1	-1	0	0	-1	1	1	1	-1	1	-1	0	1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	1
SH2D1B	1	1	1	1	0	0	-1	1	-1	1	-1	1	1	1	-1	1	-1	1	1	1	1	0	0	1	1	0	0	1	-1	1
DCD	-1	0	1	-1	1	1	1	1	-1	1	0	1	0	-1	1	1	1	1	0	-1	1	0	1	1	0	-1	-1	0	1	-1
WFIKKN1	-1	-1	-1	0	1	0	1	-1	0	0	1	1	0	1	0	1	-1	1	1	-1	0	-2	1	1	1	1	-1	1	-1	0
RAB3IP	-1	0	1	-1	1	2	1	1	-1	1	0	1	0	-1	-1	1	1	1	1	1	1	0	0	1	-1	-1	0	0	1	1
SSX2IP	2	0	0	0	1	-1	1	0	-1	1	1	0	-1	1	0	-1	-1	0	-1	0	-1	0	0	-1	-1	1	0	-1	-2	-1
MRGPRX2	-1	-1	-1	0	0	1	1	-1	-1	1	1	0	-1	1	1	-1	0	0	-1	0	0	-1	1	-1	-1	1	-1	0	0	-1
MRGPRX3	-1	-1	-1	0	0	1	1	-1	-1	1	1	0	-1	1	1	-1	0	0	-1	0	0	-1	1	-1	-1	1	-1	0	0	-1
MRGPRX4	-1	-1	-1	0	0	1	1	-1	-1	1	1	0	-1	1	1	-1	0	0	-1	0	0	-1	1	-1	-1	1	-1	0	0	-1
HRASLS5	-1	-1	0	0	-1	1	1	0	1	0	0	0	-1	0	1	0	0	-1	-1	1	-1	0	1	1	-1	1	-1	-1	1	-1
FTSJ3	1	1	1	-1	-1	1	1	1	0	1	1	1	-1	1	-1	0	0	1	-1	1	1	0	0	-1	1	-1	-1	0	0	1
SLC16A10	0	1	-1	-1	1	0	0	-1	-1	0	-1	0	1	0	0	1	1	0	-1	-1	1	1	0	1	0	1	1	-1	1	-1
GALNTL2	-1	-1	-1	-1	-1	-1	1	0	0	-1	-1	0	0	-1	-1	1	-1	0	-1	1	-1	-1	-1	-1	0	-1	0	-1	0	-1
IP6K3	-1	-1	1	0	1	-1	-1	0	0	-1	0	0	-1	-1	1	0	1	-1	-1	1	0	0	0	1	-1	0	0	-1	-1	1
DEFB118	1	-1	-1	-1	1	1	-1	1	1	1	-1	1	1	1	1	1	1	1	1	-1	1	0	1	1	1	1	0	0	1	0
CIB3	1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	-1	-1	0	-1	-1	1	-1	1	0	0	-1	-1	-1	-1	-1	-1	0	0
TAGAP	0	1	-1	-1	1	0	0	-1	1	0	-1	0	-1	-1	-1	1	1	1	-1	-1	0	1	0	1	0	1	0	-1	1	-1
TMC1	-1	0	1	1	-1	0	1	0	0	-1	1	-1	1	-1	0	-1	-1	1	-1	0	-1	-1	-1	1	-1	-1	-1	1	-1	-1
TMC2	1	-1	-1	-1	-1	1	-1	1	1	-1	1	1	-1	-1	1	1	-1	1	1	-1	1	0	0	-1	-1	1	0	-1	1	1
RLN3	1	-1	-1	-1	-1	-1	-1	1	1	0	1	1	-1	-1	-1	-1	-1	1	-1	1	-1	0	-1	-1	-1	-1	-1	-1	0	0
TWIST2	-1	0	-1	1	-1	1	-1	0	-1	0	0	0	1	1	-2	0	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	0	-1	1
PARD3B	1	0	1	1	-1	1	-1	0	-1	0	0	0	1	1	-1	-1	-1	0	-1	0	0	0	0	-1	0	-1	-1	0	1	1
RFFL	1	1	1	-1	-1	1	1	0	0	1	-1	1	-1	-1	-1	0	0	-1	-1	1	1	0	0	-1	1	-1	-1	0	1	1
ZNF354B	-1	-1	0	0	-1	1	1	1	-1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	1
TRIM78P	-1	-1	-1	1	0	1	1	-1	-1	1	-1	0	-1	1	1	-1	0	0	-1	0	0	0	-1	-1	-1	1	-1	0	0	-1
TRIM6	-1	-1	-1	1	0	1	1	-1	-1	1	-1	0	-1	1	1	-1	0	0	-1	0	0	0	-1	-1	-1	1	-1	0	0	-1
LINC00161	-1	-1	-1	-1	1	0	-1	0	-1	1	-1	1	-1	1	0	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	1	-1	1
UBE2J2	-1	1	-1	-1	0	0	1	-1	-1	0	0	1	-1	1	1	-1	1	-1	-1	-1	1	0	-1	-1	-1	-1	1	1	-1	1
GDEP	0	1	1	-1	0	1	1	0	-1	0	2	0	1	0	0	-1	0	-1	-1	0	1	0	1	-1	-1	1	1	0	-1	0
LOH12CR1	-1	-1	-1	-1	1	1	1	1	-1	1	0	1	0	-1	1	1	1	1	0	0	1	-1	1	1	2	1	1	-1	2	-1
OLFM3	2	0	1	0	1	-1	1	0	-1	1	0	0	-1	1	0	-1	-1	0	-1	0	-1	0	1	-1	-1	1	0	-1	-1	-1
ANTXR2	0	1	1	-1	0	1	1	0	-1	0	2	0	1	0	0	-1	0	-1	-1	0	1	0	1	-1	-1	1	1	0	-1	0
MUCL1	-1	0	1	-1	1	1	1	1	-1	2	0	1	0	-1	1	1	1	1	0	-1	1	0	1	1	0	-1	-1	0	2	-1
RPL29P2	-1	-1	-1	-1	-1	0	-1	-1	-1	1	1	1	1	-1	-1	1	0	0	-1	-1	1	0	-1	0	-1	1	-1	-1	0	0
RPL23AP7	1	0	1	1	-1	1	-1	-1	1	0	1	0	1	1	-1	0	0	1	0	-1	1	0	0	1	0	1	-1	0	1	0
GPR62	0	-1	-1	1	-1	-1	1	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-2	-2	-1	-1	-1	0	-1
EXOSC6	-1	-1	1	1	1	-1	1	-1	-1	1	0	0	1	2	1	0	-1	1	0	-1	-1	0	0	1	0	1	-1	-1	1	-1
C10orf71	-1	-1	-1	1	0	-1	-1	0	0	0	-1	1	0	0	-1	2	-1	-1	0	0	-1	0	-1	1	-1	-1	-1	1	-1	1
PRAP1	-1	-1	0	1	0	-1	0	-1	1	0	-1	1	0	-1	-1	-1	-1	-1	1	-1	-1	1	0	1	-1	1	-1	-1	-1	-1
ZNF511	-1	-1	0	1	0	-1	0	-1	1	0	-1	1	0	-1	-1	-1	-1	-1	1	-1	-1	1	0	1	-1	1	-1	-1	-1	-1
CHCHD1	-1	-1	0	1	0	-1	0	0	1	0	-1	1	0	-1	-1	1	-1	0	0	-1	-1	0	0	1	-1	0	-1	1	-1	1
ZMYND17	-1	-1	0	1	0	-1	0	0	1	0	-1	1	0	-1	-1	1	-1	0	0	-1	-1	0	0	1	-1	0	-1	1	-1	1
TTC18	-1	-1	0	1	0	-1	0	0	1	0	-1	1	0	-1	-1	1	-1	0	0	-1	-1	0	0	1	-1	0	-1	1	-1	1
C10orf90	-1	-1	0	1	0	-1	0	-1	1	0	-1	1	0	-1	-1	-1	-1	0	0	-1	-1	0	0	1	-1	0	-1	-1	-1	-1
BTBD16	-1	-1	0	1	0	-1	0	-1	1	0	-1	1	0	-1	-1	-1	-1	0	0	-1	-1	1	0	1	-1	0	-1	-1	-1	-1
FAM24A	-1	-1	0	1	0	-1	0	-1	1	0	-1	1	0	-1	-1	-1	-1	0	0	-1	-1	0	0	1	-1	0	-1	-1	-1	-1
PSTK	-1	-1	0	1	0	-1	0	-1	1	0	-1	1	0	-1	-1	-1	-1	0	0	-1	-1	0	0	1	-1	0	-1	-1	-1	-1
