Hugo_Symbol	PHLC106	PHLC110	PHLC111	PHLC113	PHLC116	PHLC119	PHLC122	PHLC123	PHLC12	PHLC132	PHLC133	PHLC134	PHLC137	PHLC139	PHLC148	PHLC149	PHLC151	PHLC152	PHLC154	PHLC156	PHLC162	PHLC164	PHLC169	PHLC171	PHLC178	PHLC181	PHLC182	PHLC188	PHLC189	PHLC191	PHLC192	PHLC193	PHLC194	PHLC196	PHLC198	PHLC200	PHLC204	PHLC205	PHLC207	PHLC211	PHLC215	PHLC220	PHLC223	PHLC225	PHLC228	PHLC229	PHLC234	PHLC235	PHLC236	PHLC237	PHLC239	PHLC242	PHLC243	PHLC247	PHLC251	PHLC252	PHLC255	PHLC256	PHLC267	PHLC268	PHLC271	PHLC272	PHLC273	PHLC274	PHLC277	PHLC286	PHLC295	PHLC296	PHLC299	PHLC309	PHLC314	PHLC315	PHLC321	PHLC325	PHLC326	PHLC328	PHLC334	PHLC339	PHLC344	PHLC353	PHLC356	PHLC360	PHLC362	PHLC365	PHLC366	PHLC369	PHLC379	PHLC390	PHLC397	PHLC402	PHLC410	PHLC412	PHLC417	PHLC422	PHLC426	PHLC428	PHLC431	PHLC435	PHLC438	PHLC444	PHLC451	PHLC459	PHLC462	PHLC469	PHLC470	PHLC471	PHLC501	PHLC50	PHLC55	PHLC57	PHLC62	PHLC655	PHLC77	PHLC81	PHLC82	PHLC83	PHLC85	PHLC86
CD163L1	0	-1	-1	1	1	-1	1	1	-1	1	-1	1	1	1	0	0	0	1	0	1	-1	1	-1	1	1	1	1	0	1	1	-1	-1	2	1	1	1	1	1	-1	1	1	0	0	0	1	0	1	-1	0	0	0	-1	-1	0	1	1	1	1	1	0	1	2	1	-1	1	0	1	0	1	1	0	0	1	0	1	1	-1	0	0	1	2	0	1	1	1	1	1	1	1	2	1	-1	-1	-1	-1	1	1	-1	0	1	1	0	1	1	0	0	0	0	1	1	0	0	2	0	-1	1	1	0
LOC283332	-1	-1	0	-1	0	1	0	0	-1	1	1	-1	1	-1	1	-1	0	0	1	0	0	1	-1	1	1	1	1	0	1	0	-1	-1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	-1	0	0	1	0	-1	0	1	0	0	1	1	0	1	1	0	0	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	0	-1	-1	0	0	1	0	1	-1	0	1	-1	0	-1	1	-1	0	0	0	0	0	0	1	1	-1	-1	1	-1	0
LOC283335	-2	-1	0	-1	0	1	0	0	-1	1	1	0	-1	-1	1	-1	0	0	1	0	0	1	-1	1	-1	1	1	0	1	0	-1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	-1	0	0	1	0	-1	0	1	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	0	-1	1	0	0	1	0	1	-1	1	1	-1	0	-1	1	-1	2	0	0	0	0	0	1	1	-1	-1	1	-1	0
ZNF740	-2	-1	0	-1	0	1	0	0	-1	1	1	0	-1	-1	1	-1	0	0	1	0	0	1	0	1	-1	1	1	0	1	0	-1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	-1	0	0	1	0	-1	0	1	0	0	1	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	0	-1	1	0	0	1	0	1	-1	1	1	-1	0	-1	1	-1	1	0	0	0	0	0	1	1	-1	-1	1	-1	0
RPL13P5	0	-1	-1	1	1	-1	1	1	-1	1	-1	1	1	1	0	0	0	1	0	1	-1	1	-1	1	1	1	1	0	1	1	-1	-1	2	1	1	1	1	1	1	1	1	0	0	0	1	0	1	-1	0	0	0	-1	-1	0	1	2	1	1	1	0	1	1	1	-1	1	0	1	0	1	1	0	0	1	0	1	1	-1	0	0	1	2	0	1	0	1	1	1	1	1	2	1	-1	-1	-1	0	1	1	-1	0	1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	-1	1	1	-1
RASSF3	-1	-1	0	1	0	1	0	0	-1	1	1	1	-1	-1	1	0	0	0	1	0	0	1	-1	1	-1	1	1	0	1	0	-1	-1	1	1	0	1	1	1	-1	0	1	1	0	1	1	1	0	1	0	1	0	0	-1	-1	1	-1	0	1	1	0	1	1	0	0	1	0	1	0	0	0	1	0	1	0	1	1	1	0	0	1	1	0	1	0	-1	1	1	1	1	-1	-1	1	0	0	1	0	1	-1	0	1	-1	0	1	1	0	2	0	0	0	1	0	0	1	-1	-1	1	1	0
B4GALNT3	-1	-1	-1	1	1	1	1	1	-1	1	-1	1	1	1	1	0	0	1	0	1	-1	1	-1	1	1	1	1	-1	1	1	-1	-1	0	1	2	1	1	1	1	1	1	0	0	0	1	0	1	-1	-1	0	0	1	-1	-2	1	1	1	1	1	0	1	1	1	-1	1	0	1	0	1	1	0	0	1	0	1	1	1	0	0	1	2	0	1	1	1	1	1	1	1	2	1	1	-1	-1	-1	-1	1	-1	0	1	1	0	1	1	1	0	0	-1	1	1	-1	0	1	0	-1	1	1	-1
OR6C6	0	-1	0	-1	1	1	0	0	-1	1	1	0	1	-1	1	-1	0	0	1	0	0	1	-1	1	-1	2	1	0	1	0	-1	0	1	1	0	1	1	1	-1	0	1	1	0	1	1	0	0	-1	0	0	0	0	-1	0	1	0	0	1	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	0	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	0	-1	1	0	0	1	0	1	-1	1	1	-1	0	-1	1	-1	0	0	0	0	0	0	0	2	-1	-1	1	-1	0
ANKRD52	-1	-1	0	-1	1	1	0	0	-1	1	1	0	1	-1	1	-1	0	0	1	0	0	1	-1	1	-1	2	1	0	1	0	-1	0	1	1	0	1	1	1	-1	0	1	1	0	1	1	0	0	-1	0	0	0	0	-1	0	1	0	0	1	1	0	1	1	0	0	1	1	1	1	-1	0	1	0	1	0	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	0	-1	1	0	0	1	0	1	-1	1	1	-1	0	-1	1	-1	0	0	0	0	0	0	0	1	-1	-1	1	-1	0
SLC39A5	-1	-1	0	-1	1	1	0	0	-1	1	1	0	1	-1	1	-1	0	0	1	0	0	1	-1	1	-1	2	1	0	1	0	-1	0	1	1	0	1	1	1	-1	0	1	1	0	1	1	0	0	-1	0	0	0	0	-1	0	1	0	0	1	1	0	1	1	0	0	1	1	1	1	-1	0	1	0	1	0	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	0	-1	1	0	0	1	0	1	-1	1	1	-1	0	-1	1	-1	0	0	0	0	0	0	0	1	-1	-1	1	-1	0
SPRYD4	-1	-1	0	-1	1	1	0	0	-1	1	1	0	2	-1	1	-1	0	0	1	0	0	1	-1	1	-1	2	1	0	1	0	-1	0	2	1	0	1	1	1	-1	0	1	1	0	1	1	0	0	-1	0	0	0	0	-1	0	1	0	0	1	1	0	1	1	0	0	1	1	1	1	-1	0	1	0	1	0	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	0	-1	1	0	0	1	0	1	-1	1	1	-1	0	-1	1	-1	0	0	0	0	0	0	0	1	-1	-1	1	-1	0
GPR133	0	-1	0	-1	0	-1	0	0	-1	1	1	1	-1	0	1	-1	0	0	-1	0	-1	1	-1	1	-1	1	1	0	1	0	-1	0	1	1	-1	1	1	1	-1	0	-1	1	0	0	-1	0	0	-1	0	1	0	0	-1	0	1	1	1	1	-1	0	-1	1	0	0	1	0	1	0	-1	-1	1	-1	1	0	1	1	1	-2	1	-1	0	0	1	0	-1	1	1	1	1	-1	-1	1	-1	-1	1	0	-1	-1	0	1	-1	0	1	-1	0	0	0	0	-1	0	1	-1	1	-1	-1	0	1	0
MORN3	0	-1	0	-1	0	-1	0	0	0	1	1	2	-1	0	1	-1	0	0	-1	0	-1	1	-1	1	-1	1	1	0	1	0	-1	1	1	-1	-1	1	-1	1	-1	0	-1	1	0	0	-1	0	0	-1	0	1	0	0	-1	0	1	1	1	0	-1	0	-1	1	0	0	1	0	1	0	-1	-1	1	-1	1	2	1	1	1	0	1	-1	0	0	1	0	-1	1	1	1	1	-1	-1	1	-1	-1	1	0	-1	-1	0	1	-1	1	1	-1	0	0	0	0	0	0	1	-1	1	-1	-1	1	1	0
LOC283392	-1	-1	0	1	0	2	0	0	0	1	1	0	1	0	1	0	0	1	-1	0	0	1	-1	1	-1	1	1	0	1	0	-1	-1	0	0	0	1	1	1	-1	0	1	1	0	1	1	1	1	1	0	1	0	0	-1	0	1	-1	0	1	1	1	-1	1	0	1	1	0	1	0	0	1	1	0	1	0	1	1	1	0	0	1	1	0	1	0	-1	1	1	1	1	-1	-1	1	0	0	1	0	1	-1	0	1	-1	0	1	-1	0	0	0	0	0	1	0	0	1	-1	1	1	1	0
LOC283403	-2	-1	0	-1	0	1	0	0	-1	1	1	1	-1	-1	1	-1	0	0	1	0	0	1	-1	1	-1	1	1	0	1	0	-1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	1	-1	0	0	1	0	-1	0	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	0	-1	1	0	0	1	0	1	-1	1	1	-1	0	-1	1	-1	0	0	0	0	0	0	1	1	-1	-1	1	-1	0
LOC283404	-2	-1	0	-1	0	1	0	0	-1	1	1	1	-1	-1	1	-1	0	0	1	0	0	1	-1	1	-1	1	1	0	1	0	-1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	1	-1	0	0	1	0	-1	0	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	0	-1	1	0	0	1	0	1	-1	1	1	-1	0	-1	1	-1	0	0	0	0	0	0	1	1	-1	-1	1	-1	0
C12orf61	-1	-1	0	1	0	1	0	0	-1	1	1	0	-1	-1	1	0	0	0	1	0	0	1	-1	1	-1	1	1	0	1	0	-1	0	1	1	0	1	1	1	-1	0	1	1	0	1	1	1	0	0	0	1	0	0	-1	0	1	-1	0	1	1	0	1	1	0	0	1	0	1	0	0	0	1	0	1	0	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	-1	-1	1	0	0	1	0	1	-1	0	1	-1	0	-1	1	1	0	0	0	0	1	0	-1	1	-1	-1	1	1	0
DPY19L2	-1	-1	0	1	0	1	0	0	-1	1	1	1	-1	-1	1	0	0	0	1	0	0	1	-1	1	-1	1	1	0	1	0	-1	-1	1	1	0	1	1	1	-1	0	1	1	0	1	1	1	0	1	2	1	0	0	-1	0	1	-1	0	1	1	0	1	1	0	0	1	0	1	1	0	0	1	0	1	0	1	1	1	0	0	1	1	0	1	0	1	1	1	1	1	-1	-1	1	0	0	1	0	1	-1	0	2	-1	0	0	1	1	0	0	0	0	1	0	0	1	-1	-1	1	1	0
CLEC9A	-1	-1	-1	1	1	-1	1	1	-1	1	-1	1	1	1	1	-1	0	1	1	1	-1	1	-1	1	1	1	1	0	1	1	-1	-1	1	1	1	1	1	1	0	1	1	0	0	0	1	0	1	0	0	0	0	-1	-1	0	1	1	1	1	1	0	1	2	1	-1	1	0	1	0	1	1	0	0	1	0	1	1	-1	0	0	1	1	0	1	0	1	1	1	1	1	2	1	-1	-1	-1	-1	1	1	-1	0	1	1	0	1	1	0	0	0	0	1	1	0	0	2	0	-1	1	1	0
C12orf36	-1	-1	-1	1	1	-1	1	1	-1	1	-1	1	1	1	1	-1	0	1	1	1	0	1	-1	1	1	1	1	0	1	0	0	-1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	0	0	-2	0	-1	-1	0	1	1	1	1	1	0	1	1	1	-1	1	0	1	0	1	1	1	0	1	0	1	1	-1	0	0	1	1	0	1	0	1	1	1	1	1	2	1	-1	0	-1	-1	-1	1	-1	0	1	1	0	1	1	2	0	0	0	1	1	0	-1	2	-2	-1	1	1	0
GAS2L3	-1	-1	0	-1	0	0	0	0	0	1	1	0	-1	0	2	0	0	1	-1	0	-1	1	-1	1	-1	1	1	0	1	0	0	1	0	-1	0	1	-1	1	-1	0	1	1	0	0	0	0	1	0	0	1	1	0	-1	0	1	-1	0	0	-1	0	-1	1	0	1	1	0	1	0	-1	-1	1	-1	1	0	1	1	1	0	0	-1	0	0	1	0	-1	1	1	1	1	-1	-1	1	-1	0	1	0	1	-1	0	1	-1	1	1	-1	0	0	0	0	0	1	0	-1	1	0	-1	1	1	0
LINC00485	-1	-1	0	-1	0	0	0	0	0	1	1	0	-1	0	2	0	0	1	-1	0	-1	1	-1	1	-1	1	1	0	1	0	0	1	0	-1	0	1	-1	1	-1	0	1	1	0	0	0	0	1	0	0	1	0	0	-1	0	1	-1	0	0	-1	0	-1	1	0	1	1	0	1	0	-1	-1	1	-1	1	0	1	1	1	0	0	-1	0	0	1	0	-1	1	1	1	1	-1	0	1	-1	0	1	0	1	-1	0	1	-1	1	1	-1	0	0	0	0	0	1	0	-1	1	0	-1	1	1	0
LOC283440	-1	-1	-1	1	1	1	1	1	-1	1	-1	1	1	1	1	0	0	1	0	1	-1	1	-1	1	1	1	1	-1	1	0	-1	-1	1	1	2	1	1	1	1	1	1	0	0	0	1	0	1	-1	0	0	0	1	-1	0	1	1	1	2	1	0	1	1	1	-1	1	0	1	0	1	1	0	0	1	0	1	1	-1	0	1	1	2	0	1	0	1	1	1	1	1	2	1	1	-1	-1	-1	-1	1	-1	0	1	1	0	1	1	1	0	0	0	1	1	-1	0	1	0	-1	1	1	-1
MYO1H	-1	-1	0	-1	0	-1	0	0	0	1	1	0	-1	0	1	-1	0	1	-1	0	-1	1	-1	1	-1	1	1	0	1	0	-1	1	0	-1	0	1	-1	1	-1	0	0	1	0	0	-1	0	1	0	0	1	0	0	-1	0	1	-1	1	0	-1	0	-1	1	0	0	1	0	1	0	-1	-1	1	-1	1	0	1	1	1	0	1	-1	0	0	1	0	-1	1	1	1	1	-1	0	1	-1	-1	1	0	1	-1	0	1	-1	1	1	-1	0	0	0	0	0	0	0	-1	1	0	-1	1	1	0
C12orf51	-1	-1	0	-1	0	-1	0	0	0	1	1	1	-1	0	1	-1	0	1	-1	0	-1	1	-1	1	-1	1	1	0	1	0	-1	1	0	-1	0	1	-1	1	-1	0	-1	1	0	0	-1	0	0	-1	0	1	0	0	-1	0	1	-1	1	0	-1	1	-1	1	0	0	1	0	1	0	-1	-1	1	-1	1	0	1	1	1	0	1	-1	0	0	1	0	-1	1	1	1	1	-1	0	1	-1	-1	1	0	-1	-1	0	1	-1	1	1	-1	0	1	0	0	0	0	0	-1	1	-1	-1	1	1	0
KSR2	-1	-1	0	-1	0	0	0	0	0	1	1	1	-1	0	1	-1	0	1	-1	0	-1	1	-1	1	-1	1	1	0	1	0	-1	1	1	-1	0	1	-1	1	-1	0	-1	1	0	0	-1	0	0	-1	0	1	0	0	-1	0	1	1	1	0	-1	0	-1	1	0	0	1	0	1	0	-1	-1	1	-1	1	2	1	1	1	0	1	-1	0	0	1	0	-1	1	1	1	1	-1	-1	1	-1	-1	1	0	-1	-1	0	1	-1	1	1	-1	0	0	0	0	0	0	1	-1	1	-1	-1	1	1	0
GATC	0	-1	0	-1	0	-1	0	0	0	1	1	2	-1	0	1	-1	0	0	-1	0	-1	1	-1	1	-1	1	1	0	1	0	-1	1	1	-1	-1	1	-1	1	-1	0	-1	1	0	0	-1	0	0	-1	0	1	0	0	-1	0	1	1	1	0	-1	0	-1	1	0	0	1	0	1	0	-1	-1	1	-1	1	2	1	1	1	0	1	-1	0	0	1	0	-1	1	1	1	1	-1	-1	1	-1	-1	1	0	-1	-1	0	1	-1	1	1	-1	0	0	0	0	0	0	1	-1	1	-1	-1	1	1	0
HNF1A-AS1	0	-1	0	-1	0	-1	0	0	0	1	1	2	-1	0	1	-1	0	0	-1	0	-1	1	-1	1	-1	1	1	0	1	0	-1	1	1	-1	-1	1	-1	1	-1	0	-1	1	0	0	-1	0	0	-1	0	1	0	0	-1	0	1	1	1	0	-1	0	-1	1	0	0	1	0	1	0	-1	-1	1	-1	1	2	1	1	1	0	1	-1	0	0	1	0	-1	1	1	1	1	-1	-1	1	-1	-1	1	0	-1	-1	0	1	-1	1	1	-1	0	0	0	0	0	0	1	-1	1	-1	-1	1	1	0
C12orf40	-1	1	-1	1	0	1	1	0	-1	1	1	1	-1	-1	1	0	0	0	0	1	0	1	1	1	1	-1	1	0	1	0	0	-1	1	1	0	1	1	1	-1	0	1	1	0	0	-1	1	1	0	0	0	0	0	-1	0	1	0	1	1	1	0	1	2	0	0	0	1	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	0	-1	-1	0	-1	1	0	1	-1	0	1	1	0	-1	1	-1	1	0	0	0	1	0	1	1	-1	1	1	1	0
GXYLT1	-1	1	0	1	0	1	1	0	-1	1	1	1	-1	-1	1	0	0	0	0	0	0	1	1	1	1	-1	1	0	1	0	0	-1	1	1	0	1	1	1	-1	0	1	1	0	0	-1	1	1	0	0	0	0	0	-1	0	1	0	0	1	1	0	1	2	0	0	1	1	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	0	-1	-1	0	0	1	0	1	-1	0	1	1	0	-1	1	-1	0	0	0	0	1	0	1	1	-1	1	1	1	0
TMPRSS12	-2	-1	0	-1	0	1	0	0	-1	1	1	1	-1	-1	1	-1	0	0	1	0	0	1	-1	1	1	1	1	0	1	0	-1	-1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	-1	0	0	1	0	-1	0	1	0	0	1	1	0	1	1	0	0	1	1	1	1	-1	0	1	0	1	0	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	0	-1	-1	0	0	1	0	1	-1	0	1	-1	0	-1	1	-1	0	0	0	0	0	0	1	1	-1	-1	1	-1	0
FGF14-IT1	1	1	-1	-1	0	1	-1	-1	1	-1	1	1	-1	0	0	-1	0	-1	0	-1	-1	-1	-1	1	-1	1	-1	-1	0	1	-1	0	-1	0	-1	-1	1	-1	1	-1	-1	-1	-1	0	1	-1	-1	2	-1	-1	0	0	-1	-1	1	0	0	-1	-1	0	1	0	-1	-1	1	0	-1	0	-1	-1	-1	-1	-1	0	0	-1	0	0	2	0	1	-1	-1	-1	1	-1	0	-1	0	-1	1	1	-1	0	-1	-1	-1	1	0	-1	0	1	-1	1	-1	0	0	-1	0	-1	-1	-1	1	1	1	0	-1	-1
LOC283481	1	1	-1	-1	0	1	-1	-1	1	-1	1	1	-1	0	0	-1	0	-1	0	-1	-1	-1	-1	1	-1	1	-1	-1	0	1	-1	0	-1	0	-1	-1	1	-1	1	-1	-1	-1	-1	0	1	-1	-1	2	-1	-1	0	0	-1	-1	1	0	0	-1	-1	0	1	0	-1	-1	1	0	-1	0	-1	-1	-1	-1	-1	0	0	-1	0	0	2	0	1	-1	-1	-1	1	-1	0	-1	0	-1	1	1	-1	0	-1	-1	-1	1	0	-1	0	1	-1	1	-1	0	0	-1	0	-1	-1	-1	1	1	1	0	-1	-1
LINC00346	1	1	-1	-1	0	1	1	-1	0	-1	1	1	-1	0	0	-1	0	0	-1	-1	-1	-1	-1	1	-1	1	-1	-1	0	1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	0	0	-1	1	1	0	0	-1	-1	0	1	-1	-1	-1	0	1	-1	0	-1	-1	-1	-1	-1	0	-1	1	-1	0	1	2	1	-1	-1	-1	1	-1	0	-1	0	-1	1	1	-1	0	-1	-1	-1	1	0	-1	-1	0	-1	1	-1	0	0	-1	-1	-1	-1	-1	1	1	1	0	1	-1
CHAMP1	1	1	-1	-1	0	1	1	-1	-1	-1	1	1	-1	0	0	-1	0	0	-1	-1	-2	-1	-1	1	-1	-1	-1	-1	0	1	-1	-1	-1	-1	-2	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	0	0	-1	1	1	0	0	-1	-1	0	1	1	-1	-1	0	1	-1	0	-1	-1	-1	-1	-1	0	0	1	0	0	2	2	1	-1	-1	-1	1	-1	0	-1	0	-1	1	1	-1	-1	-1	-1	-1	2	1	-1	-1	0	-1	1	-1	0	0	-1	-1	-1	-1	-1	1	1	1	0	2	-1
OR7E156P	1	1	-1	-2	0	-1	0	-1	1	-1	1	1	-1	0	-2	-1	0	-1	-2	-1	-1	-1	-1	-1	-1	0	-2	1	0	1	-1	0	-1	1	-1	-1	-1	-1	1	-1	-1	-1	-2	1	1	0	-1	-1	-1	-1	0	0	-1	-1	1	0	-2	-1	-1	1	0	-1	-1	-1	-1	0	-1	0	-1	-2	-1	-1	-1	0	-2	-1	-1	1	0	1	1	-1	-1	-1	1	1	1	-1	0	1	0	-1	-1	1	-1	-1	-1	1	0	-1	1	-1	-1	-1	-1	0	0	0	1	-1	-1	-1	1	1	1	0	-1	-1
SUGT1P3	1	-1	-1	-2	-1	-1	0	-1	1	-1	-1	1	-1	0	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	0	-1	1	0	1	-1	0	-1	0	-1	-1	1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-2	-1	-2	-1	-1	-1	-1	-1	0	-2	-1	-1	1	0	1	-1	-1	-1	-1	0	1	0	-1	-1	1	-1	-1	-1	0	-1	-1	1	-1	0	-1	1	-1	-1	-1	-1	0	0	1	1	-1	-1	-1	1	2	1	0	-1	-1
SIAH3	1	-1	-1	-2	0	-1	0	-1	1	-1	-1	1	-1	0	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	0	-1	1	0	1	-1	0	-1	0	-1	-1	1	-1	1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	1	-1	-1	-1	0	-1	-2	-1	-1	-1	-1	-1	0	-2	-1	-1	1	0	1	-1	-1	-1	-1	0	1	0	-1	-1	1	-1	-1	-1	0	-1	-1	1	-1	0	-1	1	-1	-1	-1	-1	0	0	1	1	-1	-1	-1	1	2	1	0	-1	-1
KCNRG	1	-1	-1	-2	0	-1	0	-1	1	-1	-1	1	-1	0	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	0	-1	1	0	1	-1	0	-1	0	-1	-1	1	-1	1	-1	-1	-1	-1	0	1	-1	-1	-1	-1	-1	0	0	-1	-1	1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	0	-2	-1	-1	1	0	1	-1	-1	-1	-1	0	1	1	-1	-1	1	-1	-1	-1	0	-1	-1	-2	1	0	-1	1	-1	-1	-1	-1	0	0	1	1	-1	-1	-1	1	2	1	0	-1	-1
LINC00282	1	-1	-1	-2	0	-1	0	-1	1	-1	-1	1	-1	0	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	0	-1	1	0	1	-1	0	-1	0	-1	-1	1	-1	1	-1	-1	-1	-1	0	1	-1	-1	-1	-1	-1	0	0	-1	-1	1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	0	-2	-1	-1	0	0	1	-1	-1	-1	-1	0	1	1	-1	-1	1	-1	-1	0	0	-1	-1	-2	1	0	-1	1	-1	-1	-1	-1	0	0	1	1	-1	-1	-1	1	2	1	0	-1	-1
SLC46A3	1	-1	-1	1	-1	-1	0	-1	1	-1	-1	1	1	0	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	0	-1	0	0	0	1	0	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-2	-1	-1	-1	-1	-1	0	-2	-1	-1	0	0	0	-1	-1	-1	-1	0	1	0	-1	-1	-1	-1	-1	-1	0	-1	-1	1	-1	0	-1	1	-1	-1	-1	-1	0	0	1	1	-1	-1	-1	1	1	1	0	-1	-1
LOC283547	-1	1	1	1	-1	1	-1	-2	-1	-1	-1	0	2	-1	-1	2	0	-1	1	1	1	0	1	0	1	2	-1	1	1	1	0	1	0	0	-1	-1	-1	0	0	1	0	2	2	0	-1	0	0	-1	0	0	-1	-1	-1	0	1	1	-1	-1	-1	0	1	0	-1	0	-1	0	1	1	1	2	0	2	-1	0	0	1	1	-1	0	1	-1	0	0	1	-1	1	0	2	1	0	1	-1	1	1	1	2	1	1	0	0	-1	1	1	1	1	0	-1	-2	-1	-1	0	0	-1	2	1	1	2	0
C14orf182	0	1	1	1	-1	1	-1	-1	-1	-1	-1	0	-1	0	-1	1	0	-1	1	1	1	0	1	0	1	2	-1	1	1	1	0	1	1	0	-1	-1	-1	0	1	1	0	2	1	0	-1	-1	1	-1	0	0	-1	-1	-1	0	1	1	0	-1	-1	0	1	0	-1	0	-1	0	1	1	1	0	0	1	-1	0	0	1	1	-1	0	1	-1	0	0	1	-1	1	0	-1	1	0	1	-1	1	0	1	1	-1	1	0	0	-1	1	0	0	1	0	1	-2	-1	-1	0	0	1	2	1	1	-1	0
LOC283553	0	1	1	1	-1	1	-1	-1	-1	-1	-1	0	-1	0	-1	1	0	-1	1	1	1	0	1	0	1	2	-1	1	1	1	0	1	1	0	-1	-1	-1	0	1	1	1	2	1	0	-1	-1	0	-1	0	0	-1	-1	-1	0	1	1	0	-1	-1	0	1	0	-1	0	-1	0	1	1	1	0	0	1	-1	0	0	1	1	-1	0	1	-1	0	0	1	-1	1	0	-1	1	0	1	-1	1	0	-1	1	-1	1	0	0	-1	1	0	0	1	0	1	-2	-1	-1	0	0	1	2	1	1	-1	0
GPR137C	0	1	1	1	-1	1	-1	-1	-1	-1	-1	0	-1	0	-1	1	0	-1	1	1	1	0	1	0	1	2	-1	1	1	1	0	1	1	-1	-1	-1	-1	0	1	1	1	2	1	0	-1	-1	0	-1	0	0	-1	-1	-1	0	1	1	0	-1	-1	0	1	0	-1	0	-1	0	1	1	0	0	0	1	-1	0	0	1	1	-1	0	1	-1	0	0	1	-1	1	0	-1	1	0	1	-1	1	0	-1	1	-1	1	0	0	-1	1	0	0	1	0	-1	-2	-1	-1	0	0	1	0	1	1	-1	0
PROX2	0	1	1	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	-1	0	0	-1	1	1	1	0	1	-1	1	0	-1	1	-1	1	-1	0	0	-1	-1	-1	-1	0	1	1	0	1	1	0	-1	-1	0	-1	0	0	-1	-1	-1	0	1	1	0	-1	-1	0	1	0	-1	0	-1	0	0	0	0	0	1	1	-1	0	1	1	1	-1	0	1	-1	0	0	1	1	1	0	-1	1	0	1	-1	1	-1	-1	1	-1	1	0	0	-1	1	0	-1	1	0	-1	1	-1	0	0	0	1	0	1	1	-1	0
ZDHHC22	0	1	1	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	-1	0	0	-1	1	1	1	0	1	-1	1	0	-1	1	-1	1	-1	1	0	-1	-1	-1	-1	0	1	1	0	1	1	0	-1	-1	0	-1	0	0	-1	-1	-1	0	1	1	0	-1	-1	0	1	0	-1	0	-1	0	0	0	0	0	1	1	-1	0	1	1	1	-1	0	1	0	0	0	1	0	1	0	-1	1	0	1	-1	1	-1	-1	1	-1	1	0	0	-1	1	0	-1	1	0	-1	1	-1	0	0	0	1	0	1	1	-1	0
